ID CIP2,CIP2,ID CIP4,CIP4,ID CIP6,CIP6,ID Year,Year,ID Carnegie Parent,Carnegie Parent,ID Carnegie,Carnegie,ID University,University,ID Degree,Degree,Completions,Slug University,Slug CIP6
"40","Physical Sciences","4002","Astronomy & Astrophysics","400201","Astronomy",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",26,"the-university-of-texas-at-austin","astronomy"
"40","Physical Sciences","4005","Chemistry","400501","General Chemistry",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",114,"the-university-of-texas-at-austin","general-chemistry"
"40","Physical Sciences","4006","Geological & Earth Sciences","400601","General Geology & Earch Science",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",35,"the-university-of-texas-at-austin","general-geology-earch-science"
"40","Physical Sciences","4006","Geological & Earth Sciences","400603","Geophysics & Seismology",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",7,"the-university-of-texas-at-austin","geophysics-seismology"
"40","Physical Sciences","4006","Geological & Earth Sciences","400605","Hydrology & Water Resources Science",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",4,"the-university-of-texas-at-austin","hydrology-water-resources-science"
"40","Physical Sciences","4008","Physics","400801","General Physics",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",96,"the-university-of-texas-at-austin","general-physics"
"42","Psychology","4201","General Psychology","420101","General Psychology",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",461,"the-university-of-texas-at-austin","general-psychology-420101"
"42","Psychology","4227","Research & Experimental Psychology","422704","Experimental Psychology",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",0,"the-university-of-texas-at-austin","experimental-psychology-422704"
"44","Public Administration and Social Service","4407","Social Work","440701","Social Work",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",67,"the-university-of-texas-at-austin","social-work-440701"
"45","Social Sciences","4502","Anthropology","450201","Anthropology",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",52,"the-university-of-texas-at-austin","anthropology-450201"
"45","Social Sciences","4506","Economics","450601","General Economics",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",340,"the-university-of-texas-at-austin","general-economics"
"45","Social Sciences","4507","Geography & Cartography","450701","Geography",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",43,"the-university-of-texas-at-austin","geography"
"45","Social Sciences","4510","Political Science & Government","451001","General Political Science & Government",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",316,"the-university-of-texas-at-austin","general-political-science-government"
"45","Social Sciences","4511","Sociology","451101","Sociology",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",124,"the-university-of-texas-at-austin","sociology-451101"
"45","Social Sciences","4512","Urban Affairs","451201","Urban Studies",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",39,"the-university-of-texas-at-austin","urban-studies"
"50","Visual & Performing Arts","5001","General Visual & Performaing Arts","500101","General Visual & Performing Arts",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",0,"the-university-of-texas-at-austin","general-visual-performing-arts"
"50","Visual & Performing Arts","5001","General Visual & Performaing Arts","500102","Digital Arts",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",116,"the-university-of-texas-at-austin","digital-arts"
"50","Visual & Performing Arts","5003","Dance","500301","General Dance",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",17,"the-university-of-texas-at-austin","general-dance"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500401","General Design & Visual Communications",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",37,"the-university-of-texas-at-austin","general-design-visual-communications"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500408","Interior Design",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",11,"the-university-of-texas-at-austin","interior-design"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500501","General Drama & Theater Arts",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",15,"the-university-of-texas-at-austin","general-drama-theater-arts"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500506","Acting",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",11,"the-university-of-texas-at-austin","acting"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500512","Theatre And Dance",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",46,"the-university-of-texas-at-austin",
"50","Visual & Performing Arts","5007","Fine & Studio Arts","500701","General Art Studies",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",13,"the-university-of-texas-at-austin","general-art-studies"
"50","Visual & Performing Arts","5007","Fine & Studio Arts","500702","General Fine Studio Arts",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",72,"the-university-of-texas-at-austin","general-fine-studio-arts"
"50","Visual & Performing Arts","5007","Fine & Studio Arts","500703","Art History, Criticism, & Conservation",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",21,"the-university-of-texas-at-austin","art-history-criticism-conservation"
"50","Visual & Performing Arts","5009","Music","500901","General Music",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",33,"the-university-of-texas-at-austin","general-music"
"50","Visual & Performing Arts","5009","Music","500903","General Music Performance",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",23,"the-university-of-texas-at-austin","general-music-performance"
"50","Visual & Performing Arts","5009","Music","500904","Music Theory & Composition",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",0,"the-university-of-texas-at-austin","music-theory-composition"
"50","Visual & Performing Arts","5009","Music","500910","Jazz & Jazz Studies",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",4,"the-university-of-texas-at-austin","jazz-jazz-studies"
"51","Health","5102","Communication Disorders Sciences & Services","510201","General Communication Sciences & Disorders",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",99,"the-university-of-texas-at-austin","general-communication-sciences-disorders"
"51","Health","5109","Allied Diagnostic, Intervention, & Treatment Professions","510913","Athletic Trainer",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",12,"the-university-of-texas-at-austin","athletic-trainer"
"51","Health","5110","Medical Laboratory Research & Allied Professions","511005","Clinical Laboratory Technologist",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",21,"the-university-of-texas-at-austin","clinical-laboratory-technologist"
"51","Health","5122","Public Health","512201","General Public Health",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",180,"the-university-of-texas-at-austin","general-public-health"
"51","Health","5122","Public Health","512207","Public Health Education & Promotion",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",19,"the-university-of-texas-at-austin","public-health-education-promotion"
"51","Health","5122","Public Health","512212","Behavioral Aspects of Health",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",106,"the-university-of-texas-at-austin","behavioral-aspects-of-health"
"51","Health","5138","Registered Nursing, Nursing Administration, & Nursing Research","513801","Registered Nursing",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",116,"the-university-of-texas-at-austin","registered-nursing"
"52","Business","5201","General Business & Commerce","520101","General Business",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",0,"the-university-of-texas-at-austin","general-business"
"52","Business","5202","Business Administration, Management, & Operations","520201","General Business Administration & Management",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",155,"the-university-of-texas-at-austin","general-business-administration-management"
"52","Business","5202","Business Administration, Management, & Operations","520203","Logistics, Materials, & Supply Chain Management",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",43,"the-university-of-texas-at-austin","logistics-materials-supply-chain-management"
"52","Business","5203","Accounting","520301","Accounting",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",186,"the-university-of-texas-at-austin","accounting-520301"
"52","Business","5208","Financial Management Services","520801","General Finance",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",407,"the-university-of-texas-at-austin","general-finance"
"52","Business","5211","International Business","521101","International Business, Trade, & Commerce",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",0,"the-university-of-texas-at-austin","international-business-trade-commerce"
"52","Business","5212","Management Information Systems & Services","521201","General Management Information Systems",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",213,"the-university-of-texas-at-austin","general-management-information-systems"
"52","Business","5214","Marketing","521401","General Marketing & Marketing Management",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",150,"the-university-of-texas-at-austin","general-marketing-marketing-management"
"54","History","5401","History","540101","General History",2022,"2022","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",110,"the-university-of-texas-at-austin","general-history"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110101","General Computer & Information Sciences",2021,"2021","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",438,"the-university-of-texas-at-austin","general-computer-information-sciences-110101"
"14","Engineering","1402","Aerospace, Aeronautical & Astronautical Engineering","140201","Aerospace, Aeronautical, & Astronautical Engineering",2021,"2021","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",122,"the-university-of-texas-at-austin","aerospace-aeronautical-astronautical-engineering-140201"
"14","Engineering","1404","Architectural Engineering","140401","Architectural Engineering",2021,"2021","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",64,"the-university-of-texas-at-austin","architectural-engineering-140401"
"14","Engineering","1405","Biomedical Engineering","140501","Bioengineering & Biomedical Engineering",2021,"2021","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",113,"the-university-of-texas-at-austin","bioengineering-biomedical-engineering"
"14","Engineering","1407","Chemical Engineering","140701","Chemical Engineering",2021,"2021","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",164,"the-university-of-texas-at-austin","chemical-engineering-140701"
"14","Engineering","1408","Civil Engineering","140801","General Civil Engineering",2021,"2021","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",121,"the-university-of-texas-at-austin","general-civil-engineering"
"14","Engineering","1410","Electrical Engineering","141001","Electrical & Electronics Engineering",2021,"2021","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","228778","The University of Texas at Austin",5,"Bachelors Degree",332,"the-university-of-texas-at-austin","electrical-electronics-engineering"
